Gene.symbol	Gene.title	adj.P.Val	logFC
		0.6459649606098	-0.349891321153847
ADGRV1	adhesion G protein-coupled receptor V1	0.6459649606098	0.132384377076923
EDDM3A	epididymal protein 3A	0.6459649606098	-0.166995329282052
		0.646013614089531	0.24164323702564
CLDN1	claudin 1	0.646013614089531	0.159957152615383
		0.646013614089531	-0.514187311487181
MIR204	microRNA 204	0.646113954489106	0.209118509923077
RORB	RAR related orphan receptor B	0.646113954489106	-0.18176526174359
NTRK3	neurotrophic receptor tyrosine kinase 3	0.646113954489106	0.201449042641025
SAMD7	sterile alpha motif domain containing 7	0.646113954489106	-0.21146608425641
		0.646113954489106	-0.229135314641026
		0.646113954489106	-0.303787903692307
ADARB2	adenosine deaminase, RNA specific B2 (inactive)	0.64619623032482	0.225081480666667
LMCD1	LIM and cysteine rich domains 1	0.646245891778105	0.258374936923076
ATP6V0D2	ATPase H+ transporting V0 subunit d2	0.646245891778105	-0.179006707615385
BPIFB4	BPI fold containing family B member 4	0.646245891778105	-0.186464729846154
		0.646254139289396	0.370071071333334
SUN2	Sad1 and UNC84 domain containing 2	0.646254139289396	0.216733291769231
		0.646254139289396	-0.642813855820512
KRT38	keratin 38	0.646254139289396	-0.308357939769229
RNF44	ring finger protein 44	0.646254139289396	-0.190460283897436
LCE1D	late cornified envelope 1D	0.646254139289396	0.256789735666665
ESYT2	extended synaptotagmin 2	0.646254139289396	-0.249330672974361
SLC35F1	solute carrier family 35 member F1	0.646254139289396	0.212215532205128
SLC7A4	solute carrier family 7 member 4	0.646254139289396	-0.329212417589745
		0.646254139289396	-0.269353942384616
SPESP1///NOX5	sperm equatorial segment protein 1///NADPH oxidase, EF-hand calcium binding domain 5	0.646322514978734	-0.262675454794873
ARHGAP44	Rho GTPase activating protein 44	0.646441435305256	0.191234476179485
SNORD115-42///SNORD115-30///SNORD115-10///SNORD115-7///SNORD115-6	small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6	0.646441435305256	-0.144183237
		0.646441435305256	-0.486229360948718
IGSF8	immunoglobulin superfamily member 8	0.646441435305256	-0.223628192743591
CLSTN1	calsyntenin 1	0.646441435305256	-0.316717807153848
MXRA7	matrix remodeling associated 7	0.646442982486724	0.387480591333333
		0.64651509856824	0.797019199179487
ALX4	ALX homeobox 4	0.64651509856824	0.306802554102566
		0.646811187789448	0.404546402384616
PAK5	p21 (RAC1) activated kinase 5	0.646811187789448	0.236045334974358
		0.647126909426839	-0.414797304076925
ZYG11B	zyg-11 family member B, cell cycle regulator	0.647126909426839	0.239024723487178
PRNT	prion protein (testis specific)	0.64717823187058	-0.228780863000001
		0.647179988997709	-0.175188372871795
		0.647179988997709	-0.404973989410256
GPR62	G protein-coupled receptor 62	0.647253074282823	0.186470288846156
LOC100129534	small nuclear ribonucleoprotein polypeptide N pseudogene	0.647300620505575	-0.268262783589746
SMG5	SMG5, nonsense mediated mRNA decay factor	0.647417719635688	-0.194542840282052
		0.647431301170751	-0.197101968666667
		0.647431301170751	-0.23445716625641
SLX4	SLX4 structure-specific endonuclease subunit	0.647450734740592	0.177308339487181
CCM2L	CCM2 like scaffolding protein	0.64758184778668	0.220155975435896
		0.647684726683881	-0.616894993051282
MAGEB10	MAGE family member B10	0.647684726683881	-0.237029779205129
PLA2G2D	phospholipase A2 group IID	0.647753071178672	0.211330941923076
WISP3	WNT1 inducible signaling pathway protein 3	0.647753071178672	-0.187833299282053
		0.647753071178672	-0.220439934256411
FAM169B	family with sequence similarity 169 member B	0.647753071178672	-0.191671068948718
		0.647842506262907	-0.34692202397436
		0.647842506262907	-0.115501308717949
		0.647983418969383	0.263725614128206
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	0.647983418969383	0.304080234435898
		0.647997126020137	0.266068700897435
C22orf29///GNB1L	chromosome 22 open reading frame 29///G protein subunit beta 1 like	0.648149061830498	-0.185100205615384
LENG1	leukocyte receptor cluster member 1	0.648149061830498	0.290758658871796
		0.648149061830498	0.130665854153846
		0.648149061830498	0.441882453051281
		0.648202143347107	0.687941186487178
UGT2B10	UDP glucuronosyltransferase family 2 member B10	0.648202143347107	0.180059589307692
ZNF580	zinc finger protein 580	0.648202143347107	-0.2823714584359
		0.648202143347107	0.312754095923077
		0.648202143347107	0.447633067179488
GCDH	glutaryl-CoA dehydrogenase	0.648371160666961	-0.213484370564103
DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	0.648371160666961	0.319015135538463
		0.648413328119316	-0.163771485538462
TOM1L1	target of myb1 like 1 membrane trafficking protein	0.648456379442004	-0.477261580871795
SFTPA2///SFTPA1///SFTPA2///SFTPA1	surfactant protein A2///surfactant protein A1///surfactant protein A2///surfactant protein A1	0.648663079547405	-0.234837259666667
SUCLG1	succinate-CoA ligase alpha subunit	0.648745527788514	-0.184669486384617
UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	0.648885924073	0.293677646076924
		0.648885924073	0.163546953692307
		0.64888658014628	0.226271261025646
		0.64888658014628	-0.445724828846155
		0.649023636543192	0.75960316330769
		0.649023636543192	-0.238096726846154
		0.649023636543192	-0.198339031307692
TCEB1	transcription elongation factor B subunit 1	0.649023636543192	0.287485865666666
LOC643923	uncharacterized LOC643923	0.649023636543192	0.253348850333333
WDR38	WD repeat domain 38	0.649023636543192	0.207567163948719
		0.649029939070175	0.696856227769231
		0.649082339171387	-0.211932334
HEPH	hephaestin	0.649082339171387	0.23485831323077
KIAA1191	KIAA1191	0.649082339171387	-0.465221923102564
DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	0.649082339171387	-0.260962817410258
MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	0.649082339171387	0.330562042076923
MMP21	matrix metallopeptidase 21	0.649177084356707	-0.273779648410256
TFAP2A-AS1	TFAP2A antisense RNA 1	0.649177084356707	0.211300224102563
		0.649207011414945	0.196256515589744
		0.649279211120943	0.138153332410258
		0.649279211120943	-0.158062527487181
FBXO34	F-box protein 34	0.649279211120943	-0.226119836307694
		0.649279211120943	0.176755981102564
DNAJB8	DnaJ heat shock protein family (Hsp40) member B8	0.649279211120943	0.237682639615385
UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	0.649279211120943	0.174994014128203
		0.649279211120943	-0.45572153774359
CCDC187	coiled-coil domain containing 187	0.649279211120943	-0.307786134230771
OR5H15///OR5H14///OR5H6///OR5H1	olfactory receptor family 5 subfamily H member 15///olfactory receptor family 5 subfamily H member 14///olfactory receptor family 5 subfamily H member 6 (gene/pseudogene)///olfactory receptor family 5 subfamily H member 1	0.649279211120943	-0.124432006282051
COL24A1	collagen type XXIV alpha 1 chain	0.649279211120943	-0.29564968523077
		0.649279211120943	-0.228397200769231
		0.649279211120943	-0.151481574256411
		0.649279211120943	-0.15504637876923
		0.649493391864617	0.29670446048718
OCLN///LOC647859	occludin///occludin pseudogene	0.649614601680529	-0.855334670666667
KIAA1107	KIAA1107	0.649614601680529	-0.539451367846154
SERPINA4	serpin family A member 4	0.649763579628298	0.233601507102563
		0.649943825486018	-0.244167014102565
CIR1	corepressor interacting with RBPJ, 1	0.649943825486018	-0.345028886025641
		0.649943825486018	-0.288968585692308
		0.649943825486018	-0.547414721974361
		0.649943825486018	0.349565841666667
		0.649943825486018	-0.246935866948718
NUP98	nucleoporin 98	0.649943825486018	-0.246179093820516
MFAP3	microfibrillar associated protein 3	0.649979349679234	-0.367931895
ABHD17C	abhydrolase domain containing 17C	0.650052945532817	0.248381680410253
GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4	0.650058159466182	0.219656933051283
		0.650058159466182	0.287116774615383
LOC101927051	uncharacterized LOC101927051	0.650202070801418	0.23011387307692
GREM2	gremlin 2, DAN family BMP antagonist	0.65020582262465	-0.27617374223077
CNTN5	contactin 5	0.650317917513007	-0.169884188410256
CPLX3	complexin 3	0.650331057978357	-0.282980312282052
KANK4	KN motif and ankyrin repeat domains 4	0.650348328337005	0.169121228025642
ETFA	electron transfer flavoprotein alpha subunit	0.650566337050749	-0.196686061512821
AOC3	amine oxidase, copper containing 3	0.650566337050749	0.240228086717949
EFTUD2	elongation factor Tu GTP binding domain containing 2	0.650566337050749	0.162506854435899
		0.650566337050749	0.392139507410256
		0.650878534332383	-0.0939894411025644
ZNF648	zinc finger protein 648	0.650977284203257	-0.231652891333333
		0.650977284203257	0.375690629333332
STRAP	serine/threonine kinase receptor associated protein	0.651034529756459	0.204844304615386
ACRV1	acrosomal vesicle protein 1	0.651174812708522	0.167708864205128
		0.651174812708522	0.254300475282051
USF2	upstream transcription factor 2, c-fos interacting	0.651174812708522	0.189814862358974
		0.651174812708522	0.167729901769231
		0.651174812708522	-0.236015940743593
		0.651174812708522	-0.305550411256411
ERAL1	Era like 12S mitochondrial rRNA chaperone 1	0.651174812708522	0.333481661999999
		0.651174812708522	-0.342893308871794
		0.651174812708522	0.597659578435897
OR51B2	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)	0.651174812708522	-0.249444147692308
RMDN3	regulator of microtubule dynamics 3	0.651174812708522	-0.196894067897437
ZFP36L1	ZFP36 ring finger protein like 1	0.651174812708522	0.534226130846151
		0.651195556079231	-0.362911413538463
ZNF320///RPS27///RGS4///RPS27	zinc finger protein 320///ribosomal protein S27///regulator of G-protein signaling 4///ribosomal protein S27	0.651195556079231	-0.707384551333337
AKR1C2	aldo-keto reductase family 1, member C2	0.651195556079231	-0.394055465384615
OSGIN2	oxidative stress induced growth inhibitor family member 2	0.651195556079231	-0.308124001512819
		0.651210942027204	-0.397652981025644
GOLGA7B	golgin A7 family member B	0.651234957354441	0.308173773923076
PTTG3P	pituitary tumor-transforming 3, pseudogene	0.651298732386949	0.273619956846153
		0.651375763076493	0.320795350794872
		0.651621180998403	0.242197892948718
RABEPK	Rab9 effector protein with kelch motifs	0.651622901668827	-0.20211854220513
LINC01597	long intergenic non-protein coding RNA 1597	0.651622901668827	0.190740162410257
PTRHD1	peptidyl-tRNA hydrolase domain containing 1	0.651652097604287	-0.20724915225641
CCDC51	coiled-coil domain containing 51	0.651757009833232	-0.273347415871795
TOX	thymocyte selection associated high mobility group box	0.651757009833232	-0.6727546984359
		0.651821041391183	0.273577937102564
		0.651821041391183	0.130022294230768
		0.651821041391183	-0.161927439820513
		0.651821041391183	-0.236103495923077
		0.651821041391183	0.154871555076923
RPRM	reprimo, TP53 dependent G2 arrest mediator candidate	0.651875586530768	-0.24787128823077
		0.651875586530768	-0.344987513384615
POFUT1	protein O-fucosyltransferase 1	0.651883063158666	0.295486634384614
TMEM52B	transmembrane protein 52B	0.651950574844117	0.236633049076923
GRM6	glutamate metabotropic receptor 6	0.651950574844117	0.210925070179487
C2orf15	chromosome 2 open reading frame 15	0.651950574844117	-0.261893103435896
SYP	synaptophysin	0.651950574844117	0.211396171307692
GPR143	G protein-coupled receptor 143	0.651976392358929	0.237560151025641
DLK2	delta like non-canonical Notch ligand 2	0.652024397013556	0.248943896230768
LINGO1	leucine rich repeat and Ig domain containing 1	0.652199139942999	-0.215881427051283
ADI1	acireductone dioxygenase 1	0.652199139942999	0.445440209871794
OR52E6	olfactory receptor family 52 subfamily E member 6	0.652199139942999	0.171445160717948
GAFA2	FGF-2 activity-associated protein 2	0.652211398767899	0.279545879282051
		0.652211398767899	0.217759999820512
SPATA45	spermatogenesis associated 45	0.652211398767899	-0.185245774384616
		0.652211398767899	-0.217712754
GULP1	GULP, engulfment adaptor PTB domain containing 1	0.652260356222731	0.244444343102564
TERF1	telomeric repeat binding factor 1	0.652260356222731	-0.257989336000001
SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	0.65227893633346	-0.296854822128206
RGSL1	regulator of G-protein signaling like 1	0.652293702829072	0.149277170307692
RASL11B///RASL11B	RAS like family 11 member B///RAS like family 11 member B	0.652344856471289	0.24794276474359
YJEFN3	YjeF N-terminal domain containing 3	0.652381404996342	0.265922432128205
		0.652381404996342	-0.33640235246154
		0.652390267826755	-0.130003385128205
		0.652390267826755	-0.263110866717948
ACTR3BP2///ACTR3BP5	ACTR3B pseudogene 2///ACTR3B pseudogene 5	0.652511554891027	-0.213296745076923
		0.652532946709644	-0.431626108846154
SIX1	SIX homeobox 1	0.652536763655063	-0.223451876897435
NFKBIZ	NFKB inhibitor zeta	0.65255416543625	-0.370003775128207
PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	0.652667570545645	-0.268304366487182
		0.652693173049044	0.337459824846154
SSH3	slingshot protein phosphatase 3	0.652701472101592	0.198944861153845
SERTAD2	SERTA domain containing 2	0.652710274907305	0.358483704564102
		0.652713439530153	-0.218407976564102
ATXN2	ataxin 2	0.652761300146346	-0.263738833564101
		0.652931269543177	-0.378314338102564
FLRT3	fibronectin leucine rich transmembrane protein 3	0.65302695956443	-0.132186245948718
LSMEM2	leucine rich single-pass membrane protein 2	0.65302695956443	-0.229221613000001
ABCB8	ATP binding cassette subfamily B member 8	0.653158521266646	-0.228496604230771
ZNF449	zinc finger protein 449	0.653348143877167	0.268646796384615
		0.65387506222849	-0.147726216282051
DLG5	discs large MAGUK scaffold protein 5	0.653973518392216	0.236633553820512
		0.654001374168414	0.800922734923078
RPS15	ribosomal protein S15	0.654073659752868	-0.162327015743594
OR1I1	olfactory receptor family 1 subfamily I member 1	0.654371165078166	0.184286382871795
		0.654410961580778	-0.124494092846154
MSRB1	methionine sulfoxide reductase B1	0.654418445085488	-0.27367678464103
THRSP	thyroid hormone responsive	0.65444476704123	0.231603553589744
PTGES2	prostaglandin E synthase 2	0.65444476704123	-0.254953037974361
KLF11	Kruppel like factor 11	0.65444476704123	0.38504220325641
		0.654455836102657	-0.184758001871796
SAMD11	sterile alpha motif domain containing 11	0.654480690355921	-0.186446739538462
C9orf50	chromosome 9 open reading frame 50	0.654480690355921	0.232244645717948
KCTD2	potassium channel tetramerization domain containing 2	0.654518659241712	-0.193026431923077
RFC2	replication factor C subunit 2	0.654534379771282	0.22546689248718
		0.654571337241257	-0.276686128025639
RNF187	ring finger protein 187	0.654585964448386	-0.16533464005128
LOC644669///ANKRD30BL///ANKRD30BP2	ankyrin repeat domain 30B pseudogene///ankyrin repeat domain 30B-like///ankyrin repeat domain 30B pseudogene 2	0.654740535706055	0.15163992548718
NR0B2	nuclear receptor subfamily 0 group B member 2	0.654740535706055	0.287452193153846
		0.654740535706055	-0.27884597023077
		0.654740535706055	-0.284659815307693
NOC3L	NOC3 like DNA replication regulator	0.654740535706055	-0.287319888307694
NFE4	nuclear factor, erythroid 4	0.654742584494929	0.291768799846154
		0.654754668855409	0.519610663179487
PMFBP1	polyamine modulated factor 1 binding protein 1	0.654754668855409	0.394081416487178
		0.654754668855409	-0.46516715476923
		0.654754668855409	0.241190871051283
OR4K15	olfactory receptor family 4 subfamily K member 15	0.654754668855409	-0.291084547974359
SHE	Src homology 2 domain containing E	0.654754668855409	0.257533131487181
OR1Q1	olfactory receptor family 1 subfamily Q member 1	0.654754668855409	-0.188857900410256
TMPRSS11E	transmembrane protease, serine 11E	0.654754668855409	0.500893975025642
PRIM2	primase (DNA) subunit 2	0.654754668855409	0.418146125461537
		0.654754668855409	-0.274057776128205
SLC25A44	solute carrier family 25 member 44	0.654754668855409	0.260814604333333
LINC01000///LINC00266-1///PCMTD2	long intergenic non-protein coding RNA 1000///long intergenic non-protein coding RNA 266-1///protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	0.654754668855409	0.686686498410257
TTC6	tetratricopeptide repeat domain 6	0.654754668855409	0.171808319897437
FOXH1	forkhead box H1	0.654754668855409	0.206598938358974
XRRA1	X-ray radiation resistance associated 1	0.654754668855409	-0.541790876512821
CAMK1	calcium/calmodulin dependent protein kinase I	0.654754668855409	0.407012958589744
PPIL1	peptidylprolyl isomerase like 1	0.654754668855409	0.192396963333334
MMP25	matrix metallopeptidase 25	0.654754668855409	0.270081802205129
OR1S2	olfactory receptor family 1 subfamily S member 2	0.654792368712032	-0.200150745794873
CPB2	carboxypeptidase B2	0.654899863906039	-0.132078716435898
		0.654899863906039	0.531843263153846
ZSCAN5A	zinc finger and SCAN domain containing 5A	0.654904291317773	0.322583097230771
		0.654909886451506	0.272646510666665
C9orf116	chromosome 9 open reading frame 116	0.654909886451506	-0.18874172753846
PDZD7	PDZ domain containing 7	0.654909886451506	-0.25301606976923
KBTBD6	kelch repeat and BTB domain containing 6	0.654909886451506	-0.293299806230771
		0.654909886451506	-0.226310379
SCMH1	sex comb on midleg homolog 1 (Drosophila)	0.654960021289729	-0.443806841307691
MCM5	minichromosome maintenance complex component 5	0.654960021289729	0.261399447102564
RAP1B	RAP1B, member of RAS oncogene family	0.654969749483811	-0.563134407538462
PLD5	phospholipase D family member 5	0.655071615889966	0.240239531871794
		0.655080172174874	-0.382026126435897
MIR148A	microRNA 148a	0.655085164589791	-0.172421469076924
		0.655350627600143	0.19109751348718
		0.655350627600143	-0.220518412794872
		0.655350627600143	0.440601510743591
		0.655350627600143	-0.270790262871796
		0.655350627600143	-0.303803908717951
THY1	Thy-1 cell surface antigen	0.655350627600143	-0.170459589230769
PRRC2C	proline rich coiled-coil 2C	0.655526678079387	0.286357322589742
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F	0.655778735946185	0.359931826307693
		0.655778735946185	0.441844117564101
TRIM6-TRIM34///TRIM6///TRIM34	TRIM6-TRIM34 readthrough///tripartite motif containing 6///tripartite motif containing 34	0.655778735946185	0.393047685589742
GTF2A1	general transcription factor IIA subunit 1	0.655778735946185	-0.319487106974361
KCNQ2	potassium voltage-gated channel subfamily Q member 2	0.655778735946185	0.272202696897436
		0.655778735946185	-0.372958759897438
PTPRR	protein tyrosine phosphatase, receptor type R	0.655778735946185	0.135838264102564
		0.655778735946185	-0.296619044692306
		0.655800805227369	-0.247092460692308
DOCK3	dedicator of cytokinesis 3	0.655939329067765	-0.287727233974359
		0.655945483177297	-0.637245020717949
LARP4	La ribonucleoprotein domain family member 4	0.655962732223078	-0.291885370307692
HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	0.655962732223078	-0.279475549999995
RGS13	regulator of G-protein signaling 13	0.656149350836	-0.261634510205128
		0.656276950773737	0.576079147692306
FOXK1	forkhead box K1	0.656276950773737	0.194596448
		0.656276950773737	0.44283849
LHX8	LIM homeobox 8	0.656276950773737	0.207879177974359
OR7E18P	olfactory receptor family 7 subfamily E member 18 pseudogene	0.656276950773737	0.24417834446154
ADAM21P1///ADAM21	ADAM metallopeptidase domain 21 pseudogene 1///ADAM metallopeptidase domain 21	0.656276950773737	0.259186623051282
		0.656276950773737	0.431924471666667
SNORD24///RPL7A	small nucleolar RNA, C/D box 24///ribosomal protein L7a	0.656295633060528	-0.443326548
RPS3A	ribosomal protein S3A	0.656295633060528	0.255908984282053
FAM71A	family with sequence similarity 71 member A	0.656491040435829	0.371051139974359
LAMC3	laminin subunit gamma 3	0.656525639504622	0.221504969923076
TMEM239	transmembrane protein 239	0.656540921251905	-0.188678083589744
RBM28	RNA binding motif protein 28	0.656540921251905	-0.230357776076923
		0.656540921251905	0.131209695435897
PLXNA3	plexin A3	0.656540921251905	0.297480940948718
		0.656540921251905	-0.343817332051282
		0.656540921251905	-0.344964388179487
		0.656585015514372	-0.288059668435897
RGS14	regulator of G-protein signaling 14	0.656585015514372	-0.207781166128208
BFAR	bifunctional apoptosis regulator	0.656585015514372	-0.154830182487182
		0.656678728740643	-0.366201802128206
CD22	CD22 molecule	0.656679177354017	0.354615490051281
		0.656799445532994	-0.255322912461539
SLC35F4	solute carrier family 35 member F4	0.656958170537469	0.234391068820512
TRPM3	transient receptor potential cation channel subfamily M member 3	0.656965232120364	0.144929293717948
CELF4	CUGBP, Elav-like family member 4	0.657087757807999	0.267322801179485
		0.657101877881392	0.778731086333333
		0.657101877881392	-0.601532889153845
		0.657101877881392	0.268557531871795
		0.657121430299273	-0.217687284358975
ZNF493	zinc finger protein 493	0.657142006446051	0.512096230307692
SNORA51	small nucleolar RNA, H/ACA box 51	0.657142006446051	0.261167696846155
MOCS2	molybdenum cofactor synthesis 2	0.657142006446051	-0.331012240333335
ATG2B	autophagy related 2B	0.657142006446051	-0.40800535376923
		0.657142006446051	0.284843303615384
EMD	emerin	0.657166084537027	0.300592714358972
SLC25A39	solute carrier family 25 member 39	0.657236364911088	0.350730629256409
		0.657377238128608	0.227729995333333
KCNJ6	potassium voltage-gated channel subfamily J member 6	0.657377238128608	0.144557935333334
		0.657377238128608	0.295038270025641
		0.657377238128608	-0.393837114846155
PLAA	phospholipase A2 activating protein	0.657377238128608	0.201542996076924
TSPAN1	tetraspanin 1	0.657417014602598	-0.212758644256411
LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	0.657440703746463	-0.23306907092308
ELF2	E74 like ETS transcription factor 2	0.657496992034539	-0.31478563528205
SLC9A5	solute carrier family 9 member A5	0.657496992034539	0.186956210512821
NME8	NME/NM23 family member 8	0.657535567723265	-0.400475945615384
HIST1H2BF	histone cluster 1, H2bf	0.657535567723265	-0.582044045666668
		0.657535567723265	-0.283869773538464
EID2	EP300 interacting inhibitor of differentiation 2	0.657535567723265	-0.2832632014359
CARD14	caspase recruitment domain family member 14	0.657535567723265	0.212233931256409
TRIM49D2///TRIM49D1///TRIM48	tripartite motif containing 49D2///tripartite motif containing 49D1///tripartite motif containing 48	0.657535567723265	0.257733284820512
		0.657535567723265	-0.201106639589745
		0.657535567723265	-0.647718203769233
MTMR8	myotubularin related protein 8	0.657535567723265	-0.283568664538461
PRSS12	protease, serine 12	0.657535567723265	0.2390210715641
TUBA3FP	tubulin alpha 3f pseudogene	0.657535567723265	-0.258539755743591
RRH	retinal pigment epithelium-derived rhodopsin homolog	0.657535567723265	-0.179125681153846
ADGRE5	adhesion G protein-coupled receptor E5	0.657535567723265	0.306306814307689
METTL7B	methyltransferase like 7B	0.657535567723265	0.373377797461537
		0.657535567723265	0.37859192320513
FAM83B	family with sequence similarity 83 member B	0.657634333704781	0.320840109769231
ASS1	argininosuccinate synthase 1	0.65769623542821	-0.286535686051283
		0.65769623542821	0.379895267461538
ITGA10	integrin subunit alpha 10	0.65769623542821	0.18771788248718
LOC102724507///LOC100509620///AQP7P1///AQP7	uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7	0.65775631565887	-0.545843556666668
FNDC5	fibronectin type III domain containing 5	0.657811263267925	-0.269657120205128
OR8K1	olfactory receptor family 8 subfamily K member 1	0.657811263267925	0.155609908538461
RPS16	ribosomal protein S16	0.657860882364058	-0.290251230769227
		0.658063795010737	-0.252656895410257
		0.658063795010737	0.306333755
MRGPRG-AS1	MRGPRG antisense RNA 1	0.658114875010097	0.230851469461538
LRP1B	LDL receptor related protein 1B	0.658114875010097	0.183541369256411
MATN4	matrilin 4	0.658150750043173	0.186013024
MAN1A2	mannosidase alpha class 1A member 2	0.658150750043173	0.247017932230769
ZFPM1	zinc finger protein, FOG family member 1	0.658150750043173	-0.239198296564103
RPL26L1	ribosomal protein L26 like 1	0.658150750043173	0.232707829666666
NBPF3	neuroblastoma breakpoint family member 3	0.658150750043173	-0.303882656230771
LOC100132731	uncharacterized LOC100132731	0.658150750043173	-0.216651315410254
		0.658150750043173	0.23248780202564
		0.658201893794647	0.252697633923077
		0.658230255853221	-0.450580519205127
MYADML2	myeloid associated differentiation marker like 2	0.658297899532977	-0.189530231153847
		0.658302025747104	0.387241783307692
		0.65832155813815	-0.416727364512821
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 7///PMS1 homolog 2, mismatch repair system component pseudogene 6///DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene///PMS1 homolog 2, mismatch repair system component pseudogene///PMS1 homolog 2, mismatch repair system component///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 5///PMS1 homolog 2, mismatch repair system component pseudogene 4///PMS1 homolog 2, mismatch repair system component pseudogene 1///PMS1 homolog 2, mismatch repair system component pseudogene 6///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1	0.65835747810434	-0.351505100512819
S100A1	S100 calcium binding protein A1	0.658366955453251	-0.274022943666668
		0.658366955453251	-0.354073457846157
MAP3K10	mitogen-activated protein kinase kinase kinase 10	0.658547206189578	-0.232606784307693
CHST13	carbohydrate sulfotransferase 13	0.658651516014373	-0.226559504743592
THAP2	THAP domain containing 2	0.65867558280795	-0.242340531589743
ACSS3	acyl-CoA synthetase short-chain family member 3	0.658690871054667	-0.228185633
		0.658701936856549	0.256564924589743
ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1	0.658729898276943	0.259254012820513
GCRG224	gastric cancer-related gene GCRG224	0.658758236611062	0.185515839051281
		0.658844152728678	-0.185109901102564
		0.658844152728678	-0.775940070666669
DMRT3	doublesex and mab-3 related transcription factor 3	0.658844152728678	0.210701633769229
MIR133A1HG///MIR133A1	MIR133A1 host gene///microRNA 133a-1	0.658844152728678	0.184706744410257
ZNF461	zinc finger protein 461	0.658844152728678	-0.32609740174359
ZWILCH	zwilch kinetochore protein	0.658865586754486	0.377642037128203
PPP2R3B	protein phosphatase 2 regulatory subunit B''beta	0.658873380650434	0.433508909230769
ZNRF2P1	zinc and ring finger 2 pseudogene 1	0.658873380650434	0.392800883307693
LRRC46	leucine rich repeat containing 46	0.65889682694654	0.246077892205128
		0.658946104165067	-0.174939675846154
TMX2	thioredoxin related transmembrane protein 2	0.658946104165067	0.339139459179488
THG1L	tRNA-histidine guanylyltransferase 1 like	0.658946104165067	0.296037068564103
PLA2G16	phospholipase A2 group XVI	0.658946104165067	0.359352103487177
		0.658946104165067	0.445361427897435
LOC388882	uncharacterized LOC388882	0.658946104165067	0.208109754615384
MIR92A2	microRNA 92a-2	0.659011944878047	-0.298701434615384
C2orf42	chromosome 2 open reading frame 42	0.659057985458363	0.248405179564103
TRIM72	tripartite motif containing 72	0.659057985458363	0.218734107923075
		0.659071822859156	-0.548121922923078
OXCT2P1///OXCT2	3-oxoacid CoA-transferase 2 pseudogene 1///3-oxoacid CoA-transferase 2	0.659174264084259	-0.227149724820515
LOC100132005	uncharacterized LOC100132005	0.659242436788472	0.331977717743591
SYNC	syncoilin, intermediate filament protein	0.659294417857114	0.213111359538463
CALB2	calbindin 2	0.659383071788314	0.223110906666666
PPP1R16B	protein phosphatase 1 regulatory subunit 16B	0.659383071788314	0.324947456615383
		0.659383071788314	-0.237816998025639
		0.659383071788314	0.212593605666667
		0.659383071788314	0.389742080230769
HOXD8	homeobox D8	0.659397447360372	-0.190985441410256
C1QTNF7	C1q and tumor necrosis factor related protein 7	0.659559475049252	-0.188929845153846
		0.659559475049252	-0.134067308410256
